Obstaculo	Tamaño	Densidad	MCS	Numero_agr
47x59	Alto	Bajo	1150	121
47x59	Alto	Bajo	1200	118
47x59	Alto	Bajo	1250	119
47x59	Alto	Bajo	1300	117
47x59	Alto	Bajo	1350	116
47x59	Alto	Bajo	1400	119
47x59	Alto	Bajo	1450	120
47x59	Alto	Bajo	1500	115
47x59	Alto	Bajo	1550	117
47x59	Alto	Bajo	1600	117
47x59	Alto	Bajo	1650	114
47x59	Alto	Bajo	1700	115
47x59	Alto	Bajo	1750	116
47x59	Alto	Bajo	1800	114
47x59	Alto	Bajo	1850	111
47x59	Alto	Bajo	1900	115
47x59	Alto	Bajo	1950	118
47x59	Alto	Bajo	2000	120
48x12	Alto	Alto	0	128
48x12	Alto	Alto	50	118
48x12	Alto	Alto	100	110
48x12	Alto	Alto	150	112
48x12	Alto	Alto	200	106
48x12	Alto	Alto	250	104
48x12	Alto	Alto	300	92
48x12	Alto	Alto	350	93
48x12	Alto	Alto	400	93
48x12	Alto	Alto	450	86
48x12	Alto	Alto	500	83
48x12	Alto	Alto	550	82
48x12	Alto	Alto	600	88
48x12	Alto	Alto	650	77
48x12	Alto	Alto	700	75
48x12	Alto	Alto	750	76
48x12	Alto	Alto	800	76
48x12	Alto	Alto	850	77
48x12	Alto	Alto	900	76
48x12	Alto	Alto	950	75
48x12	Alto	Alto	1000	71
48x12	Alto	Alto	1050	72
48x12	Alto	Alto	1100	72
48x12	Alto	Alto	1150	75
48x12	Alto	Alto	1200	73
48x12	Alto	Alto	1250	69
48x12	Alto	Alto	1300	68
48x12	Alto	Alto	1350	70
48x12	Alto	Alto	1400	67
48x12	Alto	Alto	1450	60
48x12	Alto	Alto	1500	62
48x12	Alto	Alto	1550	64
48x12	Alto	Alto	1600	60
48x12	Alto	Alto	1650	62
48x12	Alto	Alto	1700	66
48x12	Alto	Alto	1750	64
48x12	Alto	Alto	1800	59
48x12	Alto	Alto	1850	55
48x12	Alto	Alto	1900	56
48x12	Alto	Alto	1950	53
48x12	Alto	Alto	2000	51
48x12	Alto	Alto	0	138
48x12	Alto	Alto	50	120
48x12	Alto	Alto	100	110
48x12	Alto	Alto	150	100
48x12	Alto	Alto	200	89
48x12	Alto	Alto	250	93
48x12	Alto	Alto	300	90
48x12	Alto	Alto	350	88
48x12	Alto	Alto	400	90
48x12	Alto	Alto	450	86
48x12	Alto	Alto	500	83
48x12	Alto	Alto	550	81
48x12	Alto	Alto	600	78
48x12	Alto	Alto	650	75
48x12	Alto	Alto	700	68
48x12	Alto	Alto	750	71
48x12	Alto	Alto	800	68
48x12	Alto	Alto	850	71
48x12	Alto	Alto	900	70
48x12	Alto	Alto	950	66
48x12	Alto	Alto	1000	64
48x12	Alto	Alto	1050	67
48x12	Alto	Alto	1100	63
48x12	Alto	Alto	1150	64
48x12	Alto	Alto	1200	64
48x12	Alto	Alto	1250	59
48x12	Alto	Alto	1300	64
48x12	Alto	Alto	1350	67
48x12	Alto	Alto	1400	63
48x12	Alto	Alto	1450	61
48x12	Alto	Alto	1500	59
48x12	Alto	Alto	1550	60
48x12	Alto	Alto	1600	66
48x12	Alto	Alto	1650	61
48x12	Alto	Alto	1700	58
48x12	Alto	Alto	1750	56
48x12	Alto	Alto	1800	57
48x12	Alto	Alto	1850	57
48x12	Alto	Alto	1900	54
48x12	Alto	Alto	1950	56
48x12	Alto	Alto	2000	58
48x12	Alto	Alto	0	146
48x12	Alto	Alto	50	127
48x12	Alto	Alto	100	121
48x12	Alto	Alto	150	116
48x12	Alto	Alto	200	109
48x12	Alto	Alto	250	105
48x12	Alto	Alto	300	95
48x12	Alto	Alto	350	90
48x12	Alto	Alto	400	90
48x12	Alto	Alto	450	90
48x12	Alto	Alto	500	87
48x12	Alto	Alto	550	91
48x12	Alto	Alto	600	91
48x12	Alto	Alto	650	89
48x12	Alto	Alto	700	87
48x12	Alto	Alto	750	81
48x12	Alto	Alto	800	80
48x12	Alto	Alto	850	80
48x12	Alto	Alto	900	79
48x12	Alto	Alto	950	80
48x12	Alto	Alto	1000	78
48x12	Alto	Alto	1050	79
48x12	Alto	Alto	1100	82
48x12	Alto	Alto	1150	79
48x12	Alto	Alto	1200	80
48x12	Alto	Alto	1250	73
48x12	Alto	Alto	1300	76
48x12	Alto	Alto	1350	70
48x12	Alto	Alto	1400	73
48x12	Alto	Alto	1450	72
48x12	Alto	Alto	1500	67
48x12	Alto	Alto	1550	69
48x12	Alto	Alto	1600	68
48x12	Alto	Alto	1650	68
48x12	Alto	Alto	1700	64
48x12	Alto	Alto	1750	61
48x12	Alto	Alto	1800	64
48x12	Alto	Alto	1850	67
48x12	Alto	Alto	1900	67
48x12	Alto	Alto	1950	63
48x12	Alto	Alto	2000	65
48x12	Alto	Alto	0	132
48x12	Alto	Alto	50	118
48x12	Alto	Alto	100	111
48x12	Alto	Alto	150	107
48x12	Alto	Alto	200	100
48x12	Alto	Alto	250	95
48x12	Alto	Alto	300	92
48x12	Alto	Alto	350	88
48x12	Alto	Alto	400	84
48x12	Alto	Alto	450	89
48x12	Alto	Alto	500	79
48x12	Alto	Alto	550	83
48x12	Alto	Alto	600	79
48x12	Alto	Alto	650	75
48x12	Alto	Alto	700	74
48x12	Alto	Alto	750	71
48x12	Alto	Alto	800	73
48x12	Alto	Alto	850	67
48x12	Alto	Alto	900	65
48x12	Alto	Alto	950	65
48x12	Alto	Alto	1000	59
48x12	Alto	Alto	1050	64
48x12	Alto	Alto	1100	65
48x12	Alto	Alto	1150	62
48x12	Alto	Alto	1200	63
48x12	Alto	Alto	1250	61
48x12	Alto	Alto	1300	67
48x12	Alto	Alto	1350	67
48x12	Alto	Alto	1400	64
48x12	Alto	Alto	1450	63
48x12	Alto	Alto	1500	60
48x12	Alto	Alto	1550	63
48x12	Alto	Alto	1600	59
48x12	Alto	Alto	1650	63
48x12	Alto	Alto	1700	61
48x12	Alto	Alto	1750	60
48x12	Alto	Alto	1800	59
48x12	Alto	Alto	1850	57
48x12	Alto	Alto	1900	57
48x12	Alto	Alto	1950	61
48x12	Alto	Alto	2000	60
48x12	Alto	Alto	0	130
48x12	Alto	Alto	50	114
48x12	Alto	Alto	100	113
48x12	Alto	Alto	150	111
48x12	Alto	Alto	200	101
48x12	Alto	Alto	250	100
48x12	Alto	Alto	300	96
48x12	Alto	Alto	350	93
48x12	Alto	Alto	400	92
48x12	Alto	Alto	450	91
48x12	Alto	Alto	500	86
48x12	Alto	Alto	550	86
48x12	Alto	Alto	600	79
48x12	Alto	Alto	650	79
48x12	Alto	Alto	700	79
48x12	Alto	Alto	750	78
48x12	Alto	Alto	800	82
48x12	Alto	Alto	850	73
48x12	Alto	Alto	900	73
48x12	Alto	Alto	950	71
48x12	Alto	Alto	1000	72
48x12	Alto	Alto	1050	70
48x12	Alto	Alto	1100	70
48x12	Alto	Alto	1150	73
48x12	Alto	Alto	1200	73
48x12	Alto	Alto	1250	69
48x12	Alto	Alto	1300	71
48x12	Alto	Alto	1350	68
48x12	Alto	Alto	1400	67
48x12	Alto	Alto	1450	64
48x12	Alto	Alto	1500	68
48x12	Alto	Alto	1550	64
48x12	Alto	Alto	1600	68
48x12	Alto	Alto	1650	64
48x12	Alto	Alto	1700	62
48x12	Alto	Alto	1750	62
48x12	Alto	Alto	1800	63
48x12	Alto	Alto	1850	62
48x12	Alto	Alto	1900	61
48x12	Alto	Alto	1950	62
48x12	Alto	Alto	2000	64
48x12	Alto	Alto	0	141
48x12	Alto	Alto	50	123
48x12	Alto	Alto	100	114
48x12	Alto	Alto	150	112
48x12	Alto	Alto	200	105
48x12	Alto	Alto	250	95
48x12	Alto	Alto	300	90
48x12	Alto	Alto	350	88
48x12	Alto	Alto	400	89
48x12	Alto	Alto	450	84
48x12	Alto	Alto	500	80
48x12	Alto	Alto	550	77
48x12	Alto	Alto	600	79
48x12	Alto	Alto	650	75
48x12	Alto	Alto	700	73
48x12	Alto	Alto	750	78
48x12	Alto	Alto	800	77
48x12	Alto	Alto	850	74
48x12	Alto	Alto	900	76
48x12	Alto	Alto	950	72
48x12	Alto	Alto	1000	71
48x12	Alto	Alto	1050	67
48x12	Alto	Alto	1100	64
48x12	Alto	Alto	1150	65
48x12	Alto	Alto	1200	64
48x12	Alto	Alto	1250	63
48x12	Alto	Alto	1300	62
48x12	Alto	Alto	1350	61
48x12	Alto	Alto	1400	63
48x12	Alto	Alto	1450	67
48x12	Alto	Alto	1500	67
48x12	Alto	Alto	1550	65
48x12	Alto	Alto	1600	69
48x12	Alto	Alto	1650	75
48x12	Alto	Alto	1700	70
48x12	Alto	Alto	1750	66
48x12	Alto	Alto	1800	67
48x12	Alto	Alto	1850	62
48x12	Alto	Alto	1900	63
48x12	Alto	Alto	1950	64
48x12	Alto	Alto	2000	64
48x12	Alto	Alto	0	136
48x12	Alto	Alto	50	109
48x12	Alto	Alto	100	104
48x12	Alto	Alto	150	98
48x12	Alto	Alto	200	98
48x12	Alto	Alto	250	92
48x12	Alto	Alto	300	89
48x12	Alto	Alto	350	78
48x12	Alto	Alto	400	77
48x12	Alto	Alto	450	75
48x12	Alto	Alto	500	76
48x12	Alto	Alto	550	73
48x12	Alto	Alto	600	75
48x12	Alto	Alto	650	72
48x12	Alto	Alto	700	69
48x12	Alto	Alto	750	64
48x12	Alto	Alto	800	62
48x12	Alto	Alto	850	67
48x12	Alto	Alto	900	68
48x12	Alto	Alto	950	61
48x12	Alto	Alto	1000	61
48x12	Alto	Alto	1050	63
48x12	Alto	Alto	1100	57
48x12	Alto	Alto	1150	61
48x12	Alto	Alto	1200	60
48x12	Alto	Alto	1250	60
48x12	Alto	Alto	1300	62
48x12	Alto	Alto	1350	61
48x12	Alto	Alto	1400	57
48x12	Alto	Alto	1450	56
48x12	Alto	Alto	1500	58
48x12	Alto	Alto	1550	58
48x12	Alto	Alto	1600	62
48x12	Alto	Alto	1650	57
48x12	Alto	Alto	1700	58
48x12	Alto	Alto	1750	56
48x12	Alto	Alto	1800	56
48x12	Alto	Alto	1850	56
48x12	Alto	Alto	1900	55
48x12	Alto	Alto	1950	53
48x12	Alto	Alto	2000	58
48x12	Alto	Alto	0	139
48x12	Alto	Alto	50	126
48x12	Alto	Alto	100	118
48x12	Alto	Alto	150	105
48x12	Alto	Alto	200	102
48x12	Alto	Alto	250	98
48x12	Alto	Alto	300	96
48x12	Alto	Alto	350	92
48x12	Alto	Alto	400	83
48x12	Alto	Alto	450	77
48x12	Alto	Alto	500	79
48x12	Alto	Alto	550	78
48x12	Alto	Alto	600	76
48x12	Alto	Alto	650	75
48x12	Alto	Alto	700	76
48x12	Alto	Alto	750	71
48x12	Alto	Alto	800	73
48x12	Alto	Alto	850	69
48x12	Alto	Alto	900	68
48x12	Alto	Alto	950	67
48x12	Alto	Alto	1000	67
48x12	Alto	Alto	1050	65
48x12	Alto	Alto	1100	66
48x12	Alto	Alto	1150	65
48x12	Alto	Alto	1200	62
48x12	Alto	Alto	1250	70
48x12	Alto	Alto	1300	66
48x12	Alto	Alto	1350	65
48x12	Alto	Alto	1400	68
48x12	Alto	Alto	1450	66
48x12	Alto	Alto	1500	62
48x12	Alto	Alto	1550	64
48x12	Alto	Alto	1600	61
48x12	Alto	Alto	1650	61
48x12	Alto	Alto	1700	56
48x12	Alto	Alto	1750	54
48x12	Alto	Alto	1800	54
48x12	Alto	Alto	1850	53
48x12	Alto	Alto	1900	51
48x12	Alto	Alto	1950	59
48x12	Alto	Alto	2000	55
48x12	Alto	Alto	0	136
48x12	Alto	Alto	50	116
48x12	Alto	Alto	100	112
48x12	Alto	Alto	150	104
48x12	Alto	Alto	200	101
48x12	Alto	Alto	250	97
48x12	Alto	Alto	300	101
48x12	Alto	Alto	350	97
48x12	Alto	Alto	400	87
48x12	Alto	Alto	450	89
48x12	Alto	Alto	500	83
48x12	Alto	Alto	550	83
48x12	Alto	Alto	600	79
48x12	Alto	Alto	650	80
48x12	Alto	Alto	700	79
48x12	Alto	Alto	750	75
48x12	Alto	Alto	800	77
48x12	Alto	Alto	850	79
48x12	Alto	Alto	900	78
48x12	Alto	Alto	950	74
48x12	Alto	Alto	1000	74
48x12	Alto	Alto	1050	74
48x12	Alto	Alto	1100	71
48x12	Alto	Alto	1150	70
48x12	Alto	Alto	1200	70
48x12	Alto	Alto	1250	67
48x12	Alto	Alto	1300	68
48x12	Alto	Alto	1350	68
48x12	Alto	Alto	1400	65
48x12	Alto	Alto	1450	67
48x12	Alto	Alto	1500	67
48x12	Alto	Alto	1550	66
48x12	Alto	Alto	1600	66
48x12	Alto	Alto	1650	60
48x12	Alto	Alto	1700	63
48x12	Alto	Alto	1750	67
48x12	Alto	Alto	1800	61
48x12	Alto	Alto	1850	59
48x12	Alto	Alto	1900	56
48x12	Alto	Alto	1950	58
48x12	Alto	Alto	2000	60
48x12	Alto	Alto	0	127
48x12	Alto	Alto	50	113
48x12	Alto	Alto	100	109
48x12	Alto	Alto	150	109
48x12	Alto	Alto	200	97
48x12	Alto	Alto	250	98
48x12	Alto	Alto	300	88
48x12	Alto	Alto	350	92
48x12	Alto	Alto	400	88
48x12	Alto	Alto	450	81
48x12	Alto	Alto	500	81
48x12	Alto	Alto	550	78
48x12	Alto	Alto	600	77
48x12	Alto	Alto	650	77
48x12	Alto	Alto	700	76
48x12	Alto	Alto	750	78
48x12	Alto	Alto	800	73
48x12	Alto	Alto	850	75
48x12	Alto	Alto	900	76
48x12	Alto	Alto	950	77
48x12	Alto	Alto	1000	76
48x12	Alto	Alto	1050	77
48x12	Alto	Alto	1100	73
48x12	Alto	Alto	1150	70
48x12	Alto	Alto	1200	69
48x12	Alto	Alto	1250	68
48x12	Alto	Alto	1300	69
48x12	Alto	Alto	1350	71
48x12	Alto	Alto	1400	68
48x12	Alto	Alto	1450	72
48x12	Alto	Alto	1500	66
48x12	Alto	Alto	1550	63
48x12	Alto	Alto	1600	62
48x12	Alto	Alto	1650	60
48x12	Alto	Alto	1700	61
48x12	Alto	Alto	1750	58
48x12	Alto	Alto	1800	57
48x12	Alto	Alto	1850	57
48x12	Alto	Alto	1900	59
48x12	Alto	Alto	1950	59
48x12	Alto	Alto	2000	61
