Obstaculo	Tamaño	Densidad	MCS	Tamaño_ag
48x12	Alto	Alto	1750	41
48x12	Alto	Alto	1800	41
48x12	Alto	Alto	1850	42.6
48x12	Alto	Alto	1900	41.2
48x12	Alto	Alto	1950	37
48x12	Alto	Alto	2000	41.8
48x12	Alto	Alto	0	16.2
48x12	Alto	Alto	50	17.4
48x12	Alto	Alto	100	18.2
48x12	Alto	Alto	150	17.6
48x12	Alto	Alto	200	22.6
48x12	Alto	Alto	250	25.8
48x12	Alto	Alto	300	27.6
48x12	Alto	Alto	350	27.8
48x12	Alto	Alto	400	27.8
48x12	Alto	Alto	450	28
48x12	Alto	Alto	500	30
48x12	Alto	Alto	550	29.4
48x12	Alto	Alto	600	30.8
48x12	Alto	Alto	650	30.6
48x12	Alto	Alto	700	31
48x12	Alto	Alto	750	31
48x12	Alto	Alto	800	29.8
48x12	Alto	Alto	850	32.8
48x12	Alto	Alto	900	33.8
48x12	Alto	Alto	950	32.6
48x12	Alto	Alto	1000	33.8
48x12	Alto	Alto	1050	33.8
48x12	Alto	Alto	1100	30.2
48x12	Alto	Alto	1150	30.2
48x12	Alto	Alto	1200	30.6
48x12	Alto	Alto	1250	32
48x12	Alto	Alto	1300	32.6
48x12	Alto	Alto	1350	36.8
48x12	Alto	Alto	1400	33.6
48x12	Alto	Alto	1450	32.8
48x12	Alto	Alto	1500	34.6
48x12	Alto	Alto	1550	33.6
48x12	Alto	Alto	1600	34.6
48x12	Alto	Alto	1650	34.6
48x12	Alto	Alto	1700	43.6
48x12	Alto	Alto	1750	44.6
48x12	Alto	Alto	1800	38.2
48x12	Alto	Alto	1850	36.8
48x12	Alto	Alto	1900	36.2
48x12	Alto	Alto	1950	37.4
48x12	Alto	Alto	2000	35.2
48x12	Alto	Alto	0	16
48x12	Alto	Alto	50	19
48x12	Alto	Alto	100	20.8
48x12	Alto	Alto	150	23
48x12	Alto	Alto	200	23.8
48x12	Alto	Alto	250	22.6
48x12	Alto	Alto	300	23
48x12	Alto	Alto	350	23.2
48x12	Alto	Alto	400	24.4
48x12	Alto	Alto	450	27.2
48x12	Alto	Alto	500	25.8
48x12	Alto	Alto	550	26.6
48x12	Alto	Alto	600	26.6
48x12	Alto	Alto	650	29.2
48x12	Alto	Alto	700	33.4
48x12	Alto	Alto	750	30.8
48x12	Alto	Alto	800	33.6
48x12	Alto	Alto	850	31
48x12	Alto	Alto	900	33.6
48x12	Alto	Alto	950	38
48x12	Alto	Alto	1000	34.2
48x12	Alto	Alto	1050	34
48x12	Alto	Alto	1100	35.2
48x12	Alto	Alto	1150	34.8
48x12	Alto	Alto	1200	39.2
48x12	Alto	Alto	1250	40
48x12	Alto	Alto	1300	36.6
48x12	Alto	Alto	1350	36.6
48x12	Alto	Alto	1400	36.4
48x12	Alto	Alto	1450	36.8
48x12	Alto	Alto	1500	40.2
48x12	Alto	Alto	1550	34.4
48x12	Alto	Alto	1600	34.8
48x12	Alto	Alto	1650	38.2
48x12	Alto	Alto	1700	39.2
48x12	Alto	Alto	1750	38.6
48x12	Alto	Alto	1800	36.4
48x12	Alto	Alto	1850	37.2
48x12	Alto	Alto	1900	37.4
48x12	Alto	Alto	1950	34.4
48x12	Alto	Alto	2000	32.8
48x12	Alto	Alto	0	17.4
48x12	Alto	Alto	50	19.6
48x12	Alto	Alto	100	20.8
48x12	Alto	Alto	150	18.4
48x12	Alto	Alto	200	21
48x12	Alto	Alto	250	22
48x12	Alto	Alto	300	28.2
48x12	Alto	Alto	350	23.3
48x12	Alto	Alto	400	25.4
48x12	Alto	Alto	450	31
48x12	Alto	Alto	500	33.6
48x12	Alto	Alto	550	32.4
48x12	Alto	Alto	600	30.4
48x12	Alto	Alto	650	37.6
48x12	Alto	Alto	700	35.8
48x12	Alto	Alto	750	35.2
48x12	Alto	Alto	800	30.8
48x12	Alto	Alto	850	33.8
48x12	Alto	Alto	900	30
48x12	Alto	Alto	950	27.4
48x12	Alto	Alto	1000	30.2
48x12	Alto	Alto	1050	29.2
48x12	Alto	Alto	1100	31.4
48x12	Alto	Alto	1150	29.8
48x12	Alto	Alto	1200	32.8
48x12	Alto	Alto	1250	30.2
48x12	Alto	Alto	1300	31.8
48x12	Alto	Alto	1350	31
48x12	Alto	Alto	1400	32.2
48x12	Alto	Alto	1450	34.6
48x12	Alto	Alto	1500	32.4
48x12	Alto	Alto	1550	31.6
48x12	Alto	Alto	1600	33.4
48x12	Alto	Alto	1650	35.4
48x12	Alto	Alto	1700	35.6
48x12	Alto	Alto	1750	36.4
48x12	Alto	Alto	1800	36.4
48x12	Alto	Alto	1850	41.8
48x12	Alto	Alto	1900	41.2
48x12	Alto	Alto	1950	42.8
48x12	Alto	Alto	2000	42
